transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
FBtr0332660	FBtr0332660	2389	2347.57	0.00	0.00	0.00	0.00
FBtr0332661	FBtr0332661	5265	5223.57	20.00	0.28	0.18	100.00
FBtr0332662	FBtr0332662	4118	4076.57	0.00	0.00	0.00	100.00
FBtr0332663	FBtr0332663	3503	3461.57	6.00	0.13	0.08	100.00
FBtr0332664	FBtr0332664	1284	1242.57	27.61	1.63	1.05	100.00
FBtr0332665	FBtr0332665	2763	2721.57	0.00	0.00	0.00	0.00
FBtr0332666	FBtr0332666	2967	2925.57	0.00	0.00	0.00	0.00
FBtr0332667	FBtr0332667	4374	4332.57	0.00	0.00	0.00	0.00
FBtr0332668	FBtr0332668	1992	1950.57	1677.78	62.94	40.45	100.00
FBtr0332669	FBtr0332669	1745	1703.57	11.44	0.49	0.32	100.00
FBtr0332670	FBtr0332670	1475	1433.57	12.84	0.66	0.42	100.00
FBtr0332671	FBtr0332671	2702	2660.57	1899.22	52.23	33.57	100.00
FBtr0332672	FBtr0332672	1606	1564.57	0.00	0.00	0.00	0.00
FBtr0332673	FBtr0332673	1017	975.57	2.00	0.15	0.10	100.00
FBtr0332674	FBtr0332674	56489	56447.57	0.00	0.00	0.00	100.00
FBtr0332675	FBtr0332675	56405	56363.57	0.00	0.00	0.00	100.00
FBtr0332676	FBtr0332676	55436	55394.57	0.00	0.00	0.00	100.00
FBtr0332677	FBtr0332677	47528	47486.57	0.00	0.00	0.00	0.00
FBtr0332678	FBtr0332678	55136	55094.57	0.00	0.00	0.00	100.00
FBtr0332679	FBtr0332679	48944	48902.57	0.00	0.00	0.00	100.00
FBtr0332680	FBtr0332680	49523	49481.57	71.08	0.11	0.07	100.00
FBtr0332681	FBtr0332681	47519	47477.57	55.99	0.09	0.06	100.00
FBtr0332682	FBtr0332682	55178	55136.57	0.00	0.00	0.00	100.00
FBtr0332683	FBtr0332683	32960	32918.57	0.00	0.00	0.00	100.00
FBtr0332684	FBtr0332684	46550	46508.57	0.00	0.00	0.00	100.00
FBtr0332685	FBtr0332685	3085	3043.57	0.00	0.00	0.00	100.00
FBtr0332686	FBtr0332686	2864	2822.57	0.00	0.00	0.00	0.00
FBtr0332687	FBtr0332687	2858	2816.57	0.00	0.00	0.00	0.00
FBtr0332688	FBtr0332688	3858	3816.57	782.62	15.00	9.64	100.00
FBtr0332689	FBtr0332689	1974	1932.57	1.00	0.04	0.02	100.00
FBtr0332690	FBtr0332690	5786	5744.57	0.00	0.00	0.00	100.00
FBtr0332691	FBtr0332691	1828	1786.57	0.00	0.00	0.00	0.00
FBtr0332692	FBtr0332692	1323	1281.57	0.00	0.00	0.00	0.00
FBtr0332693	FBtr0332693	3555	3513.57	0.00	0.00	0.00	100.00
FBtr0332694	FBtr0332694	1377	1335.57	0.00	0.00	0.00	0.00
FBtr0332695	FBtr0332695	1560	1518.57	0.00	0.00	0.00	0.00
FBtr0332696	FBtr0332696	1667	1625.57	0.00	0.00	0.00	0.00
FBtr0332698	FBtr0332698	6949	6907.57	0.00	0.00	0.00	100.00
FBtr0332699	FBtr0332699	5003	4961.57	10.15	0.15	0.10	100.00
FBtr0332700	FBtr0332700	1667	1625.57	1.00	0.05	0.03	100.00
FBtr0332701	FBtr0332701	438	396.57	0.00	0.00	0.00	0.00
FBtr0332702	FBtr0332702	578	536.57	6.00	0.82	0.53	100.00
FBtr0332703	FBtr0332703	2690	2648.57	26.58	0.73	0.47	100.00
FBtr0332705	FBtr0332705	2953	2911.57	12.37	0.31	0.20	100.00
FBtr0332706	FBtr0332706	614	572.57	322.16	41.17	26.46	100.00
FBtr0332707	FBtr0332707	6550	6508.57	556.44	6.26	4.02	100.00
FBtr0332708	FBtr0332708	993	951.57	185.88	14.29	9.19	100.00
FBtr0332709	FBtr0332709	2445	2403.57	136.59	4.16	2.67	100.00
FBtr0332710	FBtr0332710	2432	2390.57	31.59	0.97	0.62	100.00
FBtr0332711	FBtr0332711	683	641.57	0.00	0.00	0.00	0.00
FBtr0332712	FBtr0332712	2174	2132.57	14.80	0.51	0.33	100.00
FBtr0332713	FBtr0332713	1961	1919.57	256.35	9.77	6.28	100.00
FBtr0332714	FBtr0332714	2157	2115.57	18.12	0.63	0.40	100.00
FBtr0332715	FBtr0332715	2370	2328.57	0.00	0.00	0.00	100.00
FBtr0332716	FBtr0332716	4244	4202.57	1154.27	20.10	12.92	100.00
FBtr0332717	FBtr0332717	4402	4360.57	1195.42	20.06	12.89	100.00
FBtr0332718	FBtr0332718	1126	1084.57	0.00	0.00	0.00	0.00
FBtr0332719	FBtr0332719	1008	966.57	47.42	3.59	2.31	100.00
FBtr0332720	FBtr0332720	1736	1694.57	73.64	3.18	2.04	100.00
FBtr0332721	FBtr0332721	14288	14246.57	7157.84	36.76	23.63	100.00
FBtr0332722	FBtr0332722	14221	14179.57	3034.16	15.66	10.06	100.00
FBtr0332723	FBtr0332723	1228	1186.57	0.00	0.00	0.00	0.00
FBtr0332724	FBtr0332724	2121	2079.57	0.00	0.00	0.00	0.00
FBtr0332725	FBtr0332725	1334	1292.57	1.00	0.06	0.04	100.00
FBtr0332726	FBtr0332726	2033	1991.57	26.23	0.96	0.62	100.00
FBtr0332727	FBtr0332727	1233	1191.57	198.86	12.21	7.85	100.00
FBtr0332728	FBtr0332728	1166	1124.57	132.75	8.64	5.55	100.00
FBtr0332729	FBtr0332729	2507	2465.57	480.19	14.25	9.16	100.00
FBtr0332730	FBtr0332730	2080	2038.57	44.10	1.58	1.02	100.00
FBtr0332731	FBtr0332731	2404	2362.57	476.93	14.77	9.49	100.00
FBtr0332732	FBtr0332732	1821	1779.57	125.08	5.14	3.31	100.00
FBtr0332733	FBtr0332733	2114	2072.57	14.15	0.50	0.32	100.00
FBtr0332734	FBtr0332734	2318	2276.57	1191.61	38.30	24.62	100.00
FBtr0332735	FBtr0332735	5696	5654.57	0.00	0.00	0.00	0.00
FBtr0332736	FBtr0332736	2968	2926.57	812.18	20.31	13.05	100.00
FBtr0332738	FBtr0332738	7166	7124.57	1.00	0.01	0.01	100.00
FBtr0332742	FBtr0332742	1164	1122.57	0.00	0.00	0.00	0.00
FBtr0332744	FBtr0332744	4183	4141.57	19.00	0.34	0.22	100.00
FBtr0332745	FBtr0332745	14371	14329.57	0.06	0.00	0.00	100.00
FBtr0332746	FBtr0332746	14177	14135.57	0.00	0.00	0.00	100.00
FBtr0332747	FBtr0332747	14192	14150.57	0.00	0.00	0.00	100.00
FBtr0332748	FBtr0332748	14362	14320.57	764.76	3.91	2.51	100.00
FBtr0332749	FBtr0332749	14398	14356.57	0.00	0.00	0.00	100.00
FBtr0332750	FBtr0332750	14401	14359.57	0.00	0.00	0.00	100.00
FBtr0332752	FBtr0332752	6441	6399.57	18.71	0.21	0.14	100.00
FBtr0332754	FBtr0332754	1838	1796.57	0.00	0.00	0.00	0.00
FBtr0332755	FBtr0332755	4525	4483.57	0.00	0.00	0.00	0.00
FBtr0332756	FBtr0332756	4445	4403.57	0.00	0.00	0.00	0.00
FBtr0332757	FBtr0332757	447	405.57	0.00	0.00	0.00	0.00
FBtr0332758	FBtr0332758	4286	4244.57	15.06	0.26	0.17	100.00
FBtr0332759	FBtr0332759	347	305.57	23.00	5.51	3.54	100.00
FBtr0332760	FBtr0332760	1062	1020.57	27.08	1.94	1.25	100.00
FBtr0332761	FBtr0332761	2986	2944.57	0.00	0.00	0.00	0.00
FBtr0332762	FBtr0332762	1064	1022.57	0.00	0.00	0.00	0.00
FBtr0332764	FBtr0332764	3003	2961.57	185.00	4.57	2.94	100.00
FBtr0332765	FBtr0332765	1881	1839.57	3.00	0.12	0.08	100.00
FBtr0332766	FBtr0332766	1720	1678.57	270.22	11.78	7.57	100.00
FBtr0332768	FBtr0332768	707	665.57	1.00	0.11	0.07	100.00
FBtr0332769	FBtr0332769	2518	2476.57	0.00	0.00	0.00	100.00
FBtr0332771	FBtr0332771	1073	1031.57	99.78	7.08	4.55	100.00
FBtr0332775	FBtr0332775	1427	1385.57	293.79	15.52	9.97	100.00
FBtr0332785	FBtr0332785	1561	1519.57	0.00	0.00	0.00	0.00
FBtr0332786	FBtr0332786	556	514.57	0.00	0.00	0.00	0.00
FBtr0332787	FBtr0332787	5056	5014.57	483.56	7.06	4.54	100.00
FBtr0332788	FBtr0332788	4995	4953.57	0.00	0.00	0.00	100.00
FBtr0332789	FBtr0332789	5148	5106.57	127.23	1.82	1.17	100.00
FBtr0332790	FBtr0332790	5074	5032.57	183.99	2.68	1.72	100.00
FBtr0332791	FBtr0332791	5013	4971.57	0.00	0.00	0.00	100.00
FBtr0332792	FBtr0332792	5166	5124.57	49.34	0.70	0.45	100.00
FBtr0332797	FBtr0332797	2089	2047.57	0.00	0.00	0.00	0.00
FBtr0332798	FBtr0332798	1314	1272.57	0.00	0.00	0.00	0.00
FBtr0332799	FBtr0332799	1302	1260.57	0.00	0.00	0.00	0.00
FBtr0332800	FBtr0332800	2429	2387.57	2385.03	73.10	46.98	100.00
FBtr0332801	FBtr0332801	7793	7751.57	2033.35	19.19	12.34	100.00
FBtr0332802	FBtr0332802	1210	1168.57	0.00	0.00	0.00	0.00
FBtr0332803	FBtr0332803	902	860.57	0.00	0.00	0.00	0.00
FBtr0332804	FBtr0332804	722	680.57	0.00	0.00	0.00	0.00
FBtr0332805	FBtr0332805	845	803.57	0.00	0.00	0.00	0.00
FBtr0332806	FBtr0332806	2678	2636.57	0.00	0.00	0.00	100.00
FBtr0332807	FBtr0332807	1008	966.57	22.09	1.67	1.08	100.00
FBtr0332808	FBtr0332808	1589	1547.57	9.49	0.45	0.29	100.00
FBtr0332809	FBtr0332809	9717	9675.57	80.00	0.61	0.39	100.00
FBtr0332810	FBtr0332810	1454	1412.57	0.00	0.00	0.00	0.00
FBtr0332811	FBtr0332811	3232	3190.57	0.00	0.00	0.00	100.00
FBtr0332812	FBtr0332812	2713	2671.57	0.00	0.00	0.00	100.00
FBtr0332813	FBtr0332813	2823	2781.57	202.67	5.33	3.43	100.00
FBtr0332814	FBtr0332814	604	562.57	0.00	0.00	0.00	0.00
FBtr0332815	FBtr0332815	1782	1740.57	0.00	0.00	0.00	0.00
FBtr0332816	FBtr0332816	4207	4165.57	1.00	0.02	0.01	100.00
FBtr0332817	FBtr0332817	6474	6432.57	0.00	0.00	0.00	0.00
FBtr0332818	FBtr0332818	2631	2589.57	0.00	0.00	0.00	0.00
FBtr0332819	FBtr0332819	3240	3198.57	3.21	0.07	0.05	100.00
FBtr0332820	FBtr0332820	2515	2473.57	0.00	0.00	0.00	0.00
FBtr0332821	FBtr0332821	3497	3455.57	0.00	0.00	0.00	100.00
FBtr0332822	FBtr0332822	2799	2757.57	0.00	0.00	0.00	0.00
FBtr0332823	FBtr0332823	2956	2914.57	0.00	0.00	0.00	0.00
FBtr0332824	FBtr0332824	3056	3014.57	0.00	0.00	0.00	0.00
FBtr0332825	FBtr0332825	2802	2760.57	0.00	0.00	0.00	0.00
FBtr0332826	FBtr0332826	2548	2506.57	0.00	0.00	0.00	0.00
FBtr0332827	FBtr0332827	3076	3034.57	0.00	0.00	0.00	0.00
FBtr0332828	FBtr0332828	3074	3032.57	0.00	0.00	0.00	0.00
FBtr0332829	FBtr0332829	3107	3065.57	0.00	0.00	0.00	0.00
FBtr0332830	FBtr0332830	5929	5887.57	4.79	0.06	0.04	100.00
FBtr0332831	FBtr0332831	5587	5545.57	0.00	0.00	0.00	0.00
FBtr0332832	FBtr0332832	3546	3504.57	0.00	0.00	0.00	0.00
FBtr0332833	FBtr0332833	2913	2871.57	0.00	0.00	0.00	0.00
FBtr0332834	FBtr0332834	2827	2785.57	0.00	0.00	0.00	0.00
FBtr0332835	FBtr0332835	3268	3226.57	0.00	0.00	0.00	0.00
FBtr0332836	FBtr0332836	1147	1105.57	55.76	3.69	2.37	100.00
FBtr0332837	FBtr0332837	1144	1102.57	0.00	0.00	0.00	100.00
FBtr0332838	FBtr0332838	1031	989.57	335.21	24.79	15.93	100.00
FBtr0332839	FBtr0332839	1292	1250.57	16.02	0.94	0.60	100.00
FBtr0332840	FBtr0332840	2131	2089.57	62.35	2.18	1.40	100.00
FBtr0332841	FBtr0332841	6109	6067.57	99.35	1.20	0.77	100.00
FBtr0332843	FBtr0332843	1852	1810.57	265.86	10.74	6.91	100.00
FBtr0332844	FBtr0332844	1810	1768.57	152.14	6.29	4.05	100.00
FBtr0332845	FBtr0332845	3461	3419.57	186.96	4.00	2.57	100.00
FBtr0332846	FBtr0332846	3428	3386.57	0.00	0.00	0.00	100.00
FBtr0332847	FBtr0332847	1283	1241.57	25.08	1.48	0.95	100.00
FBtr0332848	FBtr0332848	1412	1370.57	95.78	5.11	3.29	100.00
FBtr0332850	FBtr0332850	3234	3192.57	530.95	12.17	7.82	100.00
FBtr0332851	FBtr0332851	3350	3308.57	0.00	0.00	0.00	100.00
FBtr0332852	FBtr0332852	1671	1629.57	0.00	0.00	0.00	0.00
FBtr0332853	FBtr0332853	2057	2015.57	20.60	0.75	0.48	100.00
FBtr0332855	FBtr0332855	2274	2232.57	54.55	1.79	1.15	100.00
FBtr0332856	FBtr0332856	4059	4017.57	0.00	0.00	0.00	100.00
FBtr0332857	FBtr0332857	1299	1257.57	0.00	0.00	0.00	100.00
FBtr0332858	FBtr0332858	5961	5919.57	53.82	0.67	0.43	100.00
FBtr0332859	FBtr0332859	3019	2977.57	181.66	4.46	2.87	100.00
FBtr0332860	FBtr0332860	1972	1930.57	0.00	0.00	0.00	0.00
FBtr0332861	FBtr0332861	1166	1124.57	0.00	0.00	0.00	0.00
FBtr0332862	FBtr0332862	2190	2148.57	64.61	2.20	1.41	100.00
FBtr0332863	FBtr0332863	3383	3341.57	3.81	0.08	0.05	100.00
FBtr0332864	FBtr0332864	1935	1893.57	0.00	0.00	0.00	0.00
FBtr0332865	FBtr0332865	1932	1890.57	0.00	0.00	0.00	0.00
FBtr0332866	FBtr0332866	1944	1902.57	0.00	0.00	0.00	0.00
FBtr0332867	FBtr0332867	3735	3693.57	0.00	0.00	0.00	0.00
FBtr0332868	FBtr0332868	703	661.57	0.00	0.00	0.00	100.00
FBtr0332869	FBtr0332869	727	685.57	0.00	0.00	0.00	0.00
FBtr0332870	FBtr0332870	4007	3965.57	2040.69	37.66	24.20	100.00
FBtr0332871	FBtr0332871	1195	1153.57	0.00	0.00	0.00	0.00
FBtr0332872	FBtr0332872	2281	2239.57	0.00	0.00	0.00	100.00
FBtr0332873	FBtr0332873	2960	2918.57	141.78	3.55	2.28	100.00
FBtr0332874	FBtr0332874	1577	1535.57	22.34	1.06	0.68	100.00
FBtr0332875	FBtr0332875	926	884.57	0.00	0.00	0.00	0.00
FBtr0332876	FBtr0332876	789	747.57	201.35	19.71	12.67	100.00
FBtr0332877	FBtr0332877	799	757.57	104.97	10.14	6.52	100.00
FBtr0332878	FBtr0332878	7721	7679.57	9018.19	85.93	55.23	100.00
FBtr0332879	FBtr0332879	8317	8275.57	0.00	0.00	0.00	100.00
FBtr0332880	FBtr0332880	8251	8209.57	0.00	0.00	0.00	100.00
FBtr0332881	FBtr0332881	3162	3120.57	0.00	0.00	0.00	100.00
FBtr0332882	FBtr0332882	2246	2204.57	67.84	2.25	1.45	100.00
FBtr0332883	FBtr0332883	1592	1550.57	0.80	0.04	0.02	100.00
FBtr0332884	FBtr0332884	1011	969.57	32.84	2.48	1.59	100.00
FBtr0332885	FBtr0332885	933	891.57	0.00	0.00	0.00	100.00
FBtr0332886	FBtr0332886	918	876.57	231.04	19.29	12.40	100.00
FBtr0332888	FBtr0332888	4588	4546.57	7.76	0.12	0.08	100.00
FBtr0332889	FBtr0332889	2183	2141.57	42.14	1.44	0.93	100.00
FBtr0332890	FBtr0332890	2801	2759.57	55.30	1.47	0.94	100.00
FBtr0332891	FBtr0332891	2392	2350.57	39.22	1.22	0.78	100.00
FBtr0332892	FBtr0332892	4433	4391.57	101.88	1.70	1.09	100.00
FBtr0332893	FBtr0332893	4612	4570.57	0.00	0.00	0.00	100.00
FBtr0332894	FBtr0332894	4754	4712.57	4.34	0.07	0.04	100.00
FBtr0332895	FBtr0332895	1095	1053.57	2.00	0.14	0.09	100.00
FBtr0332896	FBtr0332896	978	936.57	458.81	35.85	23.04	100.00
FBtr0332897	FBtr0332897	494	452.57	1.00	0.16	0.10	100.00
FBtr0332898	FBtr0332898	2606	2564.57	16.86	0.48	0.31	100.00
FBtr0332899	FBtr0332899	2877	2835.57	105.05	2.71	1.74	100.00
FBtr0332900	FBtr0332900	3058	3016.57	0.00	0.00	0.00	100.00
FBtr0332901	FBtr0332901	3700	3658.57	404.62	8.09	5.20	100.00
FBtr0332904	FBtr0332904	3750	3708.57	107.22	2.12	1.36	100.00
FBtr0332905	FBtr0332905	5264	5222.57	0.00	0.00	0.00	100.00
FBtr0332906	FBtr0332906	7728	7686.57	97.98	0.93	0.60	100.00
FBtr0332907	FBtr0332907	4768	4726.57	0.00	0.00	0.00	100.00
FBtr0332908	FBtr0332908	4247	4205.57	12.58	0.22	0.14	100.00
FBtr0332909	FBtr0332909	904	862.57	880.11	74.66	47.99	100.00
FBtr0332910	FBtr0332910	2940	2898.57	140.18	3.54	2.27	100.00
FBtr0332911	FBtr0332911	6319	6277.57	255.60	2.98	1.91	100.00
FBtr0332912	FBtr0332912	5298	5256.57	63.36	0.88	0.57	100.00
FBtr0332913	FBtr0332913	10141	10099.57	0.00	0.00	0.00	100.00
FBtr0332914	FBtr0332914	873	831.57	9.83	0.87	0.56	100.00
FBtr0332916	FBtr0332916	2924	2882.57	0.00	0.00	0.00	0.00
FBtr0332917	FBtr0332917	1760	1718.57	276.52	11.77	7.57	100.00
FBtr0332918	FBtr0332918	998	956.57	4.00	0.31	0.20	100.00
FBtr0332921	FBtr0332921	1473	1431.57	252.57	12.91	8.30	100.00
FBtr0332922	FBtr0332922	1669	1627.57	0.00	0.00	0.00	0.00
FBtr0332923	FBtr0332923	2014	1972.57	0.00	0.00	0.00	0.00
FBtr0332924	FBtr0332924	2176	2134.57	0.00	0.00	0.00	0.00
FBtr0332925	FBtr0332925	5405	5363.57	3877.11	52.89	34.00	100.00
FBtr0332926	FBtr0332926	2655	2613.57	20.25	0.57	0.36	100.00
FBtr0332928	FBtr0332928	1899	1857.57	1165.76	45.92	29.52	100.00
FBtr0332929	FBtr0332929	6377	6335.57	1242.81	14.35	9.23	100.00
FBtr0332930	FBtr0332930	6809	6767.57	60.23	0.65	0.42	100.00
FBtr0332932	FBtr0332932	10303	10261.57	0.00	0.00	0.00	0.00
FBtr0332933	FBtr0332933	7969	7927.57	0.38	0.00	0.00	100.00
FBtr0332934	FBtr0332934	6457	6415.57	9.02	0.10	0.07	100.00
FBtr0332935	FBtr0332935	4315	4273.57	8.41	0.14	0.09	100.00
FBtr0332936	FBtr0332936	6238	6196.57	48.86	0.58	0.37	100.00
FBtr0332939	FBtr0332939	2043	2001.57	162.01	5.92	3.81	100.00
FBtr0332940	FBtr0332940	545	503.57	301.42	43.80	28.15	100.00
FBtr0332941	FBtr0332941	3516	3474.57	75.87	1.60	1.03	100.00
FBtr0332942	FBtr0332942	7918	7876.57	98.49	0.91	0.59	100.00
FBtr0332943	FBtr0332943	5001	4959.57	13.57	0.20	0.13	100.00
FBtr0332944	FBtr0332944	5150	5108.57	20.55	0.29	0.19	100.00
FBtr0332945	FBtr0332945	1649	1607.57	54.59	2.48	1.60	100.00
FBtr0332946	FBtr0332946	3947	3905.57	456.71	8.56	5.50	100.00
FBtr0332947	FBtr0332947	809	767.57	11675.40	1113.04	715.40	100.00
FBtr0332948	FBtr0332948	877	835.57	0.00	0.00	0.00	100.00
FBtr0332950	FBtr0332950	7491	7449.57	255.25	2.51	1.61	100.00
FBtr0332952	FBtr0332952	987	945.57	40.98	3.17	2.04	100.00
FBtr0332953	FBtr0332953	9940	9898.57	335.09	2.48	1.59	100.00
FBtr0332954	FBtr0332954	1964	1922.57	7.88	0.30	0.19	100.00
FBtr0332955	FBtr0332955	3196	3154.57	0.00	0.00	0.00	100.00
FBtr0332957	FBtr0332957	1640	1598.57	60.65	2.78	1.78	100.00
FBtr0332958	FBtr0332958	1729	1687.57	57.21	2.48	1.59	100.00
FBtr0332960	FBtr0332960	1509	1467.57	166.40	8.30	5.33	100.00
FBtr0332961	FBtr0332961	7117	7075.57	1323.47	13.69	8.80	100.00
FBtr0332962	FBtr0332962	5515	5473.57	552.70	7.39	4.75	100.00
FBtr0332963	FBtr0332963	2596	2554.57	546.68	15.66	10.07	100.00
FBtr0332964	FBtr0332964	7072	7030.57	1761.35	18.33	11.78	100.00
FBtr0332966	FBtr0332966	3008	2966.57	688.39	16.98	10.91	100.00
FBtr0332967	FBtr0332967	5213	5171.57	860.69	12.18	7.83	100.00
FBtr0332968	FBtr0332968	6696	6654.57	114.52	1.26	0.81	100.00
FBtr0332969	FBtr0332969	2184	2142.57	477.26	16.30	10.48	100.00
FBtr0332970	FBtr0332970	1677	1635.57	12188.87	545.32	350.50	100.00
FBtr0332971	FBtr0332971	2029	1987.57	0.02	0.00	0.00	100.00
FBtr0332972	FBtr0332972	2104	2062.57	32.95	1.17	0.75	100.00
FBtr0332973	FBtr0332973	2825	2783.57	500.91	13.17	8.46	100.00
FBtr0332974	FBtr0332974	2407	2365.57	0.00	0.00	0.00	100.00
FBtr0332975	FBtr0332975	697	655.57	10.00	1.12	0.72	100.00
FBtr0332976	FBtr0332976	4025	3983.57	0.00	0.00	0.00	100.00
FBtr0332977	FBtr0332977	3926	3884.57	60.71	1.14	0.74	100.00
FBtr0332978	FBtr0332978	4140	4098.57	20.85	0.37	0.24	100.00
FBtr0332979	FBtr0332979	1843	1801.57	0.00	0.00	0.00	0.00
FBtr0332980	FBtr0332980	3017	2975.57	2.00	0.05	0.03	100.00
FBtr0332981	FBtr0332981	506	464.57	0.00	0.00	0.00	0.00
FBtr0332982	FBtr0332982	2582	2540.57	865.00	24.91	16.01	100.00
FBtr0332983	FBtr0332983	2686	2644.57	221.57	6.13	3.94	100.00
FBtr0332984	FBtr0332984	4872	4830.57	1815.75	27.51	17.68	100.00
FBtr0332985	FBtr0332985	5584	5542.57	0.00	0.00	0.00	0.00
FBtr0332986	FBtr0332986	2798	2756.57	0.00	0.00	0.00	100.00
FBtr0332987	FBtr0332987	3767	3725.57	14.34	0.28	0.18	100.00
FBtr0332988	FBtr0332988	1189	1147.57	0.00	0.00	0.00	0.00
FBtr0332989	FBtr0332989	1196	1154.57	0.00	0.00	0.00	0.00
FBtr0332990	FBtr0332990	1411	1369.57	55.59	2.97	1.91	100.00
FBtr0332992	FBtr0332992	7235	7193.57	353.61	3.60	2.31	100.00
FBtr0332993	FBtr0332993	11220	11178.57	59.95	0.39	0.25	100.00
FBtr0332994	FBtr0332994	6340	6298.57	0.00	0.00	0.00	0.00
FBtr0332995	FBtr0332995	952	910.57	0.00	0.00	0.00	0.00
FBtr0332996	FBtr0332996	7700	7658.57	24.98	0.24	0.15	100.00
FBtr0332997	FBtr0332997	6487	6445.57	0.00	0.00	0.00	0.00
FBtr0332998	FBtr0332998	1827	1785.57	10.83	0.44	0.29	100.00
FBtr0332999	FBtr0332999	4411	4369.57	72.15	1.21	0.78	100.00
FBtr0333000	FBtr0333000	3613	3571.57	242.27	4.96	3.19	100.00
FBtr0333001	FBtr0333001	3061	3019.57	1058.58	25.65	16.49	100.00
FBtr0333002	FBtr0333002	443	401.57	0.00	0.00	0.00	0.00
FBtr0333003	FBtr0333003	1550	1508.57	541.64	26.27	16.89	100.00
FBtr0333004	FBtr0333004	2440	2398.57	104.56	3.19	2.05	100.00
FBtr0333005	FBtr0333005	1037	995.57	4.00	0.29	0.19	100.00
FBtr0333006	FBtr0333006	8459	8417.57	98.14	0.85	0.55	100.00
FBtr0333007	FBtr0333007	5953	5911.57	0.00	0.00	0.00	100.00
FBtr0333008	FBtr0333008	560	518.57	0.00	0.00	0.00	0.00
FBtr0333009	FBtr0333009	1087	1045.57	170.70	11.95	7.68	100.00
FBtr0333010	FBtr0333010	1150	1108.57	0.00	0.00	0.00	100.00
FBtr0333011	FBtr0333011	905	863.57	1731.59	146.72	94.31	100.00
FBtr0333012	FBtr0333012	4242	4200.57	37.45	0.65	0.42	100.00
FBtr0333013	FBtr0333013	6084	6042.57	684.77	8.29	5.33	100.00
FBtr0333015	FBtr0333015	4335	4293.57	96.99	1.65	1.06	100.00
FBtr0333016	FBtr0333016	1665	1623.57	0.00	0.00	0.00	0.00
FBtr0333017	FBtr0333017	7399	7357.57	11.31	0.11	0.07	100.00
FBtr0333018	FBtr0333018	1288	1246.57	0.00	0.00	0.00	0.00
FBtr0333019	FBtr0333019	1397	1355.57	7.88	0.43	0.27	100.00
FBtr0333020	FBtr0333020	11753	11711.57	347.42	2.17	1.40	100.00
FBtr0333021	FBtr0333021	9829	9787.57	0.00	0.00	0.00	100.00
FBtr0333022	FBtr0333022	783	741.57	0.00	0.00	0.00	0.00
FBtr0333023	FBtr0333023	2495	2453.57	0.00	0.00	0.00	0.00
FBtr0333024	FBtr0333024	565	523.57	0.00	0.00	0.00	0.00
FBtr0333025	FBtr0333025	2226	2184.57	172.65	5.78	3.72	100.00
FBtr0333026	FBtr0333026	3713	3671.57	3.00	0.06	0.04	100.00
FBtr0333027	FBtr0333027	3909	3867.57	0.00	0.00	0.00	0.00
FBtr0333028	FBtr0333028	4421	4379.57	0.00	0.00	0.00	0.00
FBtr0333029	FBtr0333029	3762	3720.57	0.00	0.00	0.00	0.00
FBtr0333030	FBtr0333030	1904	1862.57	21.34	0.84	0.54	100.00
FBtr0333031	FBtr0333031	2985	2943.57	0.00	0.00	0.00	100.00
FBtr0333032	FBtr0333032	3758	3716.57	0.00	0.00	0.00	100.00
FBtr0333033	FBtr0333033	829	787.57	0.00	0.00	0.00	0.00
FBtr0333034	FBtr0333034	1612	1570.57	0.00	0.00	0.00	0.00
FBtr0333035	FBtr0333035	1928	1886.57	0.00	0.00	0.00	0.00
FBtr0333036	FBtr0333036	2619	2577.57	0.00	0.00	0.00	0.00
FBtr0333037	FBtr0333037	2846	2804.57	77.17	2.01	1.29	100.00
FBtr0333038	FBtr0333038	1200	1158.57	0.00	0.00	0.00	0.00
FBtr0333039	FBtr0333039	1241	1199.57	0.00	0.00	0.00	0.00
FBtr0333040	FBtr0333040	1406	1364.57	45.71	2.45	1.58	100.00
FBtr0333041	FBtr0333041	3429	3387.57	0.00	0.00	0.00	100.00
FBtr0333042	FBtr0333042	4233	4191.57	491.42	8.58	5.51	100.00
FBtr0333043	FBtr0333043	3263	3221.57	42.52	0.97	0.62	100.00
FBtr0333044	FBtr0333044	4612	4570.57	135.07	2.16	1.39	100.00
FBtr0333045	FBtr0333045	3814	3772.57	0.00	0.00	0.00	100.00
FBtr0333046	FBtr0333046	3145	3103.57	254.28	6.00	3.85	100.00
FBtr0333047	FBtr0333047	11160	11118.57	2548.72	16.77	10.78	100.00
FBtr0333048	FBtr0333048	8698	8656.57	452.39	3.82	2.46	100.00
FBtr0333049	FBtr0333049	8485	8443.57	0.00	0.00	0.00	100.00
FBtr0333050	FBtr0333050	12737	12695.57	121.70	0.70	0.45	100.00
FBtr0333051	FBtr0333051	3590	3548.57	460.51	9.50	6.10	100.00
FBtr0333052	FBtr0333052	1356	1314.57	715.96	39.85	25.62	100.00
FBtr0333053	FBtr0333053	1165	1123.57	189.03	12.31	7.91	100.00
FBtr0333054	FBtr0333054	3451	3409.57	58.99	1.27	0.81	100.00
FBtr0333055	FBtr0333055	3381	3339.57	72.40	1.59	1.02	100.00
FBtr0333056	FBtr0333056	1873	1831.57	4.99	0.20	0.13	100.00
FBtr0333057	FBtr0333057	6099	6057.57	0.00	0.00	0.00	100.00
